"","s_id","locale","lon","lat","alt","plant_id","cult_id","year","flo_day","leaf_day","FLS"
"249","19296","45.367,18.233","18.233","45.367","231","222","130","2009",96,100,4
"250","19297","45.267,15.283","15.283","45.267","325","222","130","2009",105,107,2
"251","19298","44.75,14.767","14.767","44.75","26","222","130","2009",97,93,-4
"252","19291","45.6,17.233","17.233","45.6","161","222","130","2010",93,105,12
"253","19293","44.533,15.4","15.4","44.533","566","222","130","2010",119,121,2
"254","19296","45.367,18.233","18.233","45.367","231","222","130","2010",97,102,5
"255","19297","45.267,15.283","15.283","45.267","325","222","130","2010",104,111,7
"256","19298","44.75,14.767","14.767","44.75","26","222","130","2010",100,95,-5
"259","19291","45.6,17.233","17.233","45.6","161","222","130","2011",91,102,11
"260","19293","44.533,15.4","15.4","44.533","566","222","130","2011",113,113,0
"261","19296","45.367,18.233","18.233","45.367","231","222","130","2011",95,98,3
"262","19297","45.267,15.283","15.283","45.267","325","222","130","2011",102,110,8
"263","19298","44.75,14.767","14.767","44.75","26","222","130","2011",94,98,4
"266","19529","44.5333,18.6833","18.6833","44.5333","305","222","0","2012",93,110,17
"267","19296","45.367,18.233","18.233","45.367","231","222","100","2012",87,90,3
"268","19291","45.6,17.233","17.233","45.6","161","222","130","2012",87,101,14
"269","19293","44.533,15.4","15.4","44.533","566","222","130","2012",114,117,3
"270","19296","45.367,18.233","18.233","45.367","231","222","130","2012",89,92,3
"271","19297","45.267,15.283","15.283","45.267","325","222","130","2012",91,96,5
"272","19298","44.75,14.767","14.767","44.75","26","222","130","2012",86,90,4
"274","19291","45.6,17.233","17.233","45.6","161","222","0","2013",108,112,4
"275","19293","44.533,15.4","15.4","44.533","566","222","0","2013",114,114,0
"276","19296","45.367,18.233","18.233","45.367","231","222","0","2013",108,111,3
"277","19297","45.267,15.283","15.283","45.267","325","222","0","2013",101,104,3
"278","19298","44.75,14.767","14.767","44.75","26","222","0","2013",100,105,5
"287","19296","45.367,18.233","18.233","45.367","231","222","100","2013",103,111,8
"289","19529","44.5333,18.6833","18.6833","44.5333","305","222","100","2013",108,116,8
"290","19529","44.5333,18.6833","18.6833","44.5333","305","222","130","2013",109,116,7
"306","19529","44.5333,18.6833","18.6833","44.5333","305","222","100","2014",81,82,1
"308","19529","44.5333,18.6833","18.6833","44.5333","305","222","130","2014",97,98,1
"309","19291","45.6,17.233","17.233","45.6","161","222","602","2014",67,72,5
"310","19293","44.533,15.4","15.4","44.533","566","222","602","2014",100,102,2
"311","19296","45.367,18.233","18.233","45.367","231","222","602","2014",84,90,6
"312","19298","44.75,14.767","14.767","44.75","26","222","602","2014",97,101,4
"313","19296","45.367,18.233","18.233","45.367","231","222","618","2014",79,89,10
"319","19529","44.5333,18.6833","18.6833","44.5333","305","222","130","2015",97,103,6
"320","19296","45.367,18.233","18.233","45.367","231","222","618","2015",93,102,9
