specificEpithet,id,references,obs_number,,,,,,pental_lengh_mm,who_done_it,note
angustifolia,21764415,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21764419,5,0.831,157.686,151.424,172.364,-135,2.977,SC,
angustifolia,21764415,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21764420,6,0.9,182.494,166,188.25,104.036,3.255,SC,
angustifolia,21764415,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21764421,7,0.97,191.379,172.045,210,128.66,3.37,SC,
angustifolia,21764415,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21764422,8,0.9,174.517,159.509,183.556,145.008,3.212,SC,
angustifolia,21764415,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21764423,9,1.039,173.359,156.844,183.068,56.31,3.795,SC,
angustifolia,21764415,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21764424,10,0.97,189.862,150,200.667,-138.013,3.54,SC,
angustifolia,12652446,https://midwestherbaria.org/portal/collections/individual/index.php?occid=12652446,,,,,,,,SC,can't tell petals
angustifolia,16914149,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914149,1,0.687,129.853,71.583,175.333,119.055,2.573,SC,not enough petals
angustifolia,16914149,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914150,2,0.625,140.822,112.667,155,71.565,2.371,SC,
angustifolia,16914149,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914151,3,0.5,160.72,141,197.333,-8.13,1.767,SC,
angustifolia,16914149,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914152,4,0.812,155.629,132.333,171.083,-155.556,3.02,SC,
angustifolia,16914149,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914153,5,0.75,147.18,111.333,173.044,146.31,2.703,SC,
angustifolia,16914149,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914154,6,0.437,155.619,110.667,176,180,1.5,SC,
angustifolia,16914149,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914155,7,0.5,151.618,125,174,-153.435,1.677,SC,
angustifolia,13279742,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13279742,1,0.773,151.51,102.667,168.417,70.017,2.855,SC,
angustifolia,13279742,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13279743,2,0.773,183.547,128.333,199.333,99.462,2.967,SC,
angustifolia,13279742,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13279744,3,0.654,183.527,161.333,202,-95.711,2.451,SC,
angustifolia,13279742,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13279745,4,0.595,222.88,218.667,225.667,-159.444,2.084,SC,
angustifolia,13279742,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13279746,5,0.892,206.705,185.19,219,94.086,3.423,SC,
angustifolia,13279742,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13279747,6,0.595,194.933,174.333,211.333,90,2.195,SC,
angustifolia,13279742,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13279748,7,0.833,203.458,181,225.333,-77.005,3.254,SC,
angustifolia,13279742,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13279749,8,0.654,206.921,192.333,216.333,-11.31,2.487,SC,
angustifolia,13279742,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13279750,9,0.654,212.715,205,224.667,-11.31,2.487,SC,
angustifolia,13279742,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13279751,10,0.654,213.731,205.293,228.667,53.13,2.439,SC,
angustifolia,16914406,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914406,1,0.874,181.214,143,190.726,141.34,3.201,SC,
angustifolia,16914406,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914407,2,1.124,171.801,79.333,205.667,110.556,4.271,SC,
angustifolia,16914406,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914408,3,0.625,198.156,162,223,-12.529,2.304,SC,
angustifolia,16914406,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914409,4,0.75,160.746,148.741,177.667,26.565,2.794,SC,
angustifolia,16914406,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914410,5,0.687,196.333,173.667,204.8,-174.289,2.512,SC,
angustifolia,16914406,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914411,6,0.874,184.012,147.333,204.842,-151.39,3.132,SC,
angustifolia,16914406,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914412,7,0.874,189.245,168.667,209.333,-81.254,3.287,SC,
angustifolia,16914406,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914413,8,0.75,195.962,185.121,203,-174.806,2.76,SC,
angustifolia,16914406,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914414,9,0.812,198.482,192.463,205.333,-34.992,3.051,SC,
angustifolia,16914406,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16914415,10,0.874,183.57,157.667,196.631,108.435,3.161,SC,
angustifolia,19211687,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211687,1,0.833,165.182,143.333,182.039,45,3.104,SC,
angustifolia,19211687,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211688,2,0.595,160.909,142.667,174.333,49.399,2.249,SC,
angustifolia,19211687,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211689,3,0.714,157.669,143,164.821,48.814,2.593,SC,
angustifolia,19211687,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211690,4,0.654,147.406,89,167.333,174.289,2.451,SC,
angustifolia,19211687,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211691,5,0.833,167.456,118.667,182.821,98.746,3.208,SC,
angustifolia,19211687,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211692,6,0.714,183.81,169,194.986,-45,2.759,SC,
angustifolia,19211687,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211693,7,0.714,156.121,133.347,171.826,111.801,2.627,SC,
angustifolia,19211687,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211694,8,0.714,149.909,117.667,179.879,74.745,2.781,SC,
angustifolia,19211687,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211695,9,0.892,173.485,143.667,182.68,72.897,3.317,SC,
angustifolia,19211687,https://midwestherbaria.org/portal/collections/individual/index.php?occid=19211696,10,0.595,155.385,103.667,172.667,130.601,2.249,SC,
angustifolia,10426424,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426424,1,1.249,139.569,115.725,201.304,-104.744,4.792,SC,
angustifolia,10426424,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426425,2,1.606,135.228,112.538,149.436,175.601,6.36,SC,
angustifolia,10426424,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426426,3,1.963,158.048,124.732,180.021,154.231,7.854,SC,
angustifolia,10426424,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426427,4,1.071,141.286,99.333,154.373,96.71,4.175,SC,
angustifolia,10426424,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426428,5,1.368,146.971,122.873,176.667,-125.838,5.416,SC,
angustifolia,10426424,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426429,6,1.428,120.028,103.938,130,-113.199,5.573,SC,
angustifolia,10426424,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426430,7,1.19,166.341,130.333,182.311,-128.66,4.685,SC,
angustifolia,10426424,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426431,8,1.904,163.833,120.333,185.229,-125.754,7.514,SC,
angustifolia,10426424,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426432,9,1.368,161.375,110.667,181.333,-144.162,5.416,SC,
angustifolia,10426424,https://midwestherbaria.org/portal/collections/individual/index.php?occid=10426433,10,1.309,169.549,147.19,196.667,-46.975,5.004,SC,
angustifolia,9176373,https://midwestherbaria.org/portal/collections/individual/index.php?occid=9176373,,,,,,,,SC,only stamens(?)
angustifolia,13273789,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273789,1,0.773,165.855,149.333,177.111,80.538,2.967,SC,
angustifolia,13273789,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273790,2,0.892,149.438,75,168.381,81.87,3.449,SC,
angustifolia,13273789,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273791,3,0.892,166.239,142,172.803,146.31,3.518,SC,
angustifolia,13273789,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273792,4,0.595,157.572,99.667,180.667,116.565,2.182,SC,
angustifolia,13273789,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273793,5,0.535,157.241,112,184.667,97.125,1.966,SC,
angustifolia,13273789,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273794,6,0.654,170.366,130.013,195.093,143.13,2.439,SC,
angustifolia,13273789,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273795,7,0.535,183.296,151.333,212.667,0,1.951,SC,
angustifolia,13273789,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273796,8,0.833,174.256,163.667,183.333,-108.435,3.085,SC,
angustifolia,13273789,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273797,9,0.357,151.598,125,165.16,143.13,1.22,SC,
angustifolia,13273789,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13273798,10,0.357,160.367,133,171.693,143.13,1.22,SC,
angustifolia,21962361,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21962361,1,1.125,183.795,157,201,180,3.529,SC,
angustifolia,21962361,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21962362,2,1.125,182.859,174.222,192.667,-120.964,3.43,SC,
angustifolia,21962361,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21962363,3,1.038,186.35,164.667,208.667,138.814,3.127,SC,
angustifolia,21962361,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21962364,4,1.125,171.897,151.875,188.303,24.444,3.554,SC,
angustifolia,21962361,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21962365,5,0.952,178.964,134,206.467,-84.289,2.956,SC,
angustifolia,21962361,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21962366,6,0.865,166.665,130.259,196.663,-26.565,2.631,SC,
angustifolia,21962361,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21962367,7,0.865,181.334,169.062,203.667,57.995,2.775,SC,
angustifolia,21962361,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21962368,8,0.952,167.206,149.467,182,-101.31,2.999,SC,
angustifolia,21962361,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21962369,9,0.865,192.874,171.333,216.889,102.529,2.712,SC,
angustifolia,21962361,https://midwestherbaria.org/portal/collections/individual/index.php?occid=21962370,10,0.952,186.015,101.667,212.533,84.289,2.956,SC,
angustifolia,13271179,https://midwestherbaria.org/portal/collections/individual/index.php?occid=13271179,,,,,,,,SC,only stamens/buds
angustifolia,16575157,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16575157,1,1.071,199.4,146,223.145,57.265,4.059,SC,
angustifolia,16575157,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16575158,2,1.13,167.625,103.325,195,51.843,4.343,SC,
angustifolia,16575157,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16575159,3,0.892,188.435,162.619,212.786,-175.914,3.423,SC,
angustifolia,16575157,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16575160,4,0.833,195.901,183.333,207.037,-153.435,3.272,SC,
angustifolia,16575157,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16575161,5,1.011,200.662,139.333,216.312,79.38,3.97,SC,
angustifolia,16575157,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16575162,6,1.011,172.945,146.667,213.312,104.931,3.786,SC,
angustifolia,16575157,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16575163,7,1.011,193.913,134.333,204.339,-132.51,3.97,SC,
angustifolia,16575157,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16575164,8,1.309,198.28,178.143,209.397,95.44,5.145,SC,
angustifolia,16575157,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16575165,9,1.428,205.673,138.333,219.841,17.65,5.631,SC,
angustifolia,16575157,https://midwestherbaria.org/portal/collections/individual/index.php?occid=16575166,10,1.13,176.714,162.556,200,-150.642,4.477,SC,
angustifolia,11535362,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535362,1,0.852,132.37,47.667,163.583,-120.964,2.986,SC,
angustifolia,11535362,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535363,2,0.59,119.259,74,158,180,2.049,SC,
angustifolia,11535362,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535364,3,0.787,152.48,124,179.848,-174.806,2.828,SC,
angustifolia,11535362,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535365,4,0.787,161.292,76.84,192.303,127.875,2.92,SC,
angustifolia,11535362,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535366,5,0.59,147.118,88.333,164.75,-29.745,2.065,SC,
angustifolia,11535362,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535367,6,0.984,156.098,52.333,201,102.095,3.666,SC,
angustifolia,11535362,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535368,7,0.59,114.315,70.042,149.5,135,2.173,SC,
angustifolia,11535362,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535369,8,0.656,119.956,24,175.346,147.995,2.416,SC,
angustifolia,11535362,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535370,9,0.656,117.044,66.074,144,-173.66,2.319,SC,
angustifolia,11535362,https://midwestherbaria.org/portal/collections/individual/index.php?occid=11535371,10,0.852,156.404,106,203,165.964,3.167,SC,
angustifolia,8755424,https://midwestherbaria.org/portal/collections/individual/index.php?occid=8755424,1,0.541,169.169,137.333,232.667,-40.601,2.144,SC,
angustifolia,8755424,https://midwestherbaria.org/portal/collections/individual/index.php?occid=8755425,2,0.541,93.333,44.481,131.374,54.462,2.001,SC,
angustifolia,8755424,https://midwestherbaria.org/portal/collections/individual/index.php?occid=8755426,3,0.433,122.776,103.864,150.667,135,1.644,SC,
